# ts,sessionnum,Breath Rate,Heart Rate,ST Change,Cadence,Body Power,Body Shock,Altitude,UGE,HRV,PEP,LVET,QOS,Device QTc,Device BR,Device HR,Device ST,Device Cadence,Device Shock,FF QOS,Device Afib,Device Calories,Device Stress,Device Power,ACCY values
684000,34,11,45,6,0,0,0,15790,0,55,40,0,95,438,11,45,20,0,0,91,1,0,8,81920,236
704000,35,3,45,5,0,0,0,20720,0,61,39,0,95,452,12,46,20,0,0,91,1,0,7,73728,236
724000,36,4,46,-1,0,0,0,19137,0,51,41,0,95,437,13,46,20,0,0,91,1,0,10,73728,237
744000,37,10,45,35,0,0,0,20811,0,48,42,0,95,453,12,45,20,0,0,86,1,0,9,73728,236
764000,38,0,47,1,0,0,0,17322,0,94,42,0,95,441,13,47,30,0,0,88,1,0,1,71680,237
784000,39,0,46,3,0,0,0,20820,0,108,42,0,95,434,13,46,10,0,0,91,1,0,0,84992,237
804000,40,4,46,2,0,0,0,15681,0,72,41,0,95,445,13,46,30,0,0,93,1,0,4,83968,237
824000,41,4,48,7,0,0,0,20712,0,53,40,0,95,441,12,46,30,0,0,92,1,0,8,75776,237
844000,42,9,45,19,0,0,0,18987,0,59,42,0,95,445,11,46,30,0,0,88,1,0,8,80896,237
864000,43,11,45,0,0,0,0,20044,0,71,41,0,95,440,11,45,20,0,0,92,1,0,4,77824,227
885000,44,4,56,11,0,0,0,15861,0,92,43,0,95,490,12,50,40,0,0,87,1,0,0,108544,91
905000,45,6,63,28,0,0,0,17659,0,88,43,0,95,496,14,62,30,0,0,85,6,0,3,144384,170
925000,46,3,52,47,0,0,0,14861,0,55,45,0,95,442,12,65,40,0,0,84,6,0,16,100352,216
945000,47,10,48,-3,0,0,0,20703,0,66,44,0,95,438,11,49,20,0,0,87,6,0,5,93184,219
965000,48,4,49,10,0,0,0,17340,0,99,45,0,95,440,9,48,30,0,0,84,6,0,0,67584,211
985000,49,3,45,-1,0,0,0,20400,0,103,43,0,95,422,8,46,40,0,0,88,6,0,0,30720,203
1005000,50,3,46,8,0,0,0,17379,0,110,43,0,95,421,11,46,20,0,0,85,6,0,0,46080,201
1025000,51,0,45,5,0,0,0,20575,0,110,41,0,95,410,11,46,20,0,0,91,6,0,0,34816,200
1045000,52,10,47,8,0,0,0,15550,0,98,43,0,95,430,11,46,30,0,0,86,6,0,1,51200,200
1065000,53,0,47,3,0,0,0,20386,0,70,43,0,95,427,11,47,10,0,0,86,6,0,4,37888,199
1086000,54,0,47,-4,0,0,0,18168,0,70,45,0,95,442,11,47,20,0,0,82,6,0,4,72704,194
1106000,55,11,46,-10,0,0,0,20626,0,98,41,0,95,428,10,45,10,0,0,84,6,0,0,75776,196
1126000,56,7,46,2,0,0,0,17593,0,109,43,0,95,423,11,46,20,0,0,85,6,0,0,65536,198
1146000,57,3,61,-20,0,0,0,9349,0,83,42,0,95,458,11,47,30,44,2,75,1,0,3,141312,-497
1166000,58,3,71,-14,0,0,0,8717,0,38,46,0,95,511,17,74,40,94,22,76,1,0,10,132096,-945
1186000,59,9,66,34,0,0,0,12554,0,20,44,0,95,496,12,67,40,84,32,80,1,0,20,103424,-953
1206000,60,3,68,1,0,0,0,11146,0,20,45,0,95,460,13,69,0,146,38,68,1,0,34,105472,-711
1226000,61,4,49,15,0,0,0,18122,0,32,45,0,95,423,13,63,40,0,0,90,1,0,22,74752,166
1246000,62,10,47,17,0,0,0,17725,0,54,44,0,95,410,13,47,30,0,0,91,1,0,10,46080,174
1266000,63,7,48,18,0,0,0,20655,0,61,42,0,95,428,12,47,30,0,0,92,1,0,7,58368,174
1287000,64,4,46,10,0,0,0,15444,0,59,45,0,95,419,12,48,30,0,0,87,1,0,8,47104,174
1307000,65,10,45,10,0,0,0,20816,0,91,41,0,95,412,11,44,20,0,0,88,3,0,1,52224,175
1327000,66,4,49,12,0,0,0,16802,0,112,41,0,95,436,12,45,20,0,0,83,3,0,0,75776,167
1347000,67,8,46,13,0,0,0,20012,0,102,44,0,95,413,12,46,30,0,0,87,3,0,0,59392,190
1367000,68,4,44,12,0,0,0,17823,0,79,45,0,95,418,11,45,30,0,0,90,6,0,5,46080,193
1387000,69,8,45,12,0,0,0,20698,0,66,46,0,95,416,11,44,30,0,0,90,1,0,7,52224,194
1407000,70,7,46,7,0,0,0,15339,0,71,42,0,95,437,11,46,30,0,0,90,1,0,5,59392,193
1427000,71,10,46,13,0,0,0,20854,0,64,43,0,95,441,12,45,30,0,0,91,1,0,6,57344,193
1447000,72,4,46,9,0,0,0,18419,0,49,43,0,95,441,11,47,20,0,0,91,1,0,10,63488,194
1467000,73,10,48,11,0,0,0,20651,0,40,42,0,95,448,11,47,30,0,0,89,1,0,13,77824,196
1488000,74,4,47,15,0,0,0,17925,0,43,44,0,95,441,12,48,30,0,0,88,1,0,12,78848,195
1508000,75,10,46,9,0,0,0,20664,0,54,45,0,95,433,12,47,20,0,0,87,6,0,9,88064,194
1528000,76,8,47,23,0,0,0,15240,0,61,43,0,95,431,13,46,20,0,0,87,6,0,5,91136,193
1548000,77,11,46,2,0,0,0,20834,0,82,42,0,95,442,12,46,30,0,0,91,1,0,3,89088,195
1568000,78,4,48,10,0,0,0,18172,0,86,42,0,95,453,14,47,30,0,0,83,6,0,3,114688,195
1588000,79,6,46,0,0,0,0,20683,0,86,45,0,95,432,12,48,20,0,0,80,6,0,3,106496,196
1608000,80,3,46,3,0,0,0,17994,0,77,41,0,95,434,11,46,20,0,0,84,6,0,4,115712,196
1628000,81,3,44,5,0,0,0,20769,0,64,43,0,95,420,11,44,20,0,0,91,3,0,7,122880,195
1648000,82,0,47,4,0,0,0,14298,0,39,42,0,95,434,12,46,30,0,0,90,3,0,13,119808,178
1668000,83,7,50,1,0,0,0,20576,0,49,41,0,95,461,15,48,30,0,0,85,1,0,9,119808,151
1689000,84,11,47,-1,0,0,0,18077,0,66,43,0,95,444,12,50,20,0,0,83,6,0,5,136192,153
1709000,85,3,53,-4,0,0,0,15588,0,72,44,0,95,451,15,46,20,0,0,86,6,0,5,107520,163
1729000,86,4,47,7,0,0,0,17962,0,73,45,0,95,439,12,50,30,0,0,86,6,0,6,36864,209
1749000,87,4,43,14,0,0,0,20848,0,85,43,0,95,417,11,44,20,0,0,91,3,0,2,35840,209
1769000,88,8,45,8,0,0,0,15140,0,79,43,0,95,437,11,45,30,0,0,91,3,0,3,34816,208
1789000,89,3,46,4,0,0,0,20743,0,58,41,0,95,442,11,46,30,0,0,91,1,0,9,41984,209
1809000,90,4,47,8,0,0,0,18054,0,53,43,0,95,438,12,47,30,0,0,91,1,0,9,43008,209
1829000,91,4,51,10,0,0,0,19402,0,47,43,0,95,467,12,47,20,0,0,81,1,0,11,43008,208
1849000,92,6,46,4,0,0,0,18200,0,57,43,0,95,440,11,51,20,0,0,85,6,0,8,45056,210
1869000,93,0,45,2,0,0,0,20729,0,78,43,0,95,433,11,45,20,0,0,84,3,0,4,48128,209
1890000,94,10,47,6,0,0,0,15245,0,75,42,0,95,439,11,45,30,0,0,92,3,0,4,46080,211
1910000,95,14,47,13,0,0,0,20666,0,59,44,0,95,432,13,48,20,0,0,83,3,0,8,47104,210
1930000,96,11,47,-1,0,0,0,17870,0,65,42,0,95,432,13,47,10,0,0,84,6,0,6,43008,209
1950000,97,6,47,2,0,0,0,20702,0,77,41,0,95,427,14,46,30,0,0,83,6,0,4,46080,210
1970000,98,12,47,-1,0,0,0,18329,0,84,41,0,95,446,12,47,10,0,0,82,6,0,4,49152,211
1990000,99,3,47,-3,0,0,0,20737,0,84,42,0,95,418,12,47,20,0,0,84,6,0,2,41984,210
2010000,100,4,47,-1,0,0,0,15313,0,75,42,0,95,439,12,47,10,0,0,82,6,0,3,40960,211
2030000,101,4,47,-6,0,0,0,20707,0,77,40,0,95,438,12,47,10,0,0,85,4,0,4,38912,210
2050000,102,7,47,-5,0,0,0,17801,0,82,43,0,95,426,14,47,10,0,0,82,6,0,4,35840,210
2070000,103,7,46,10,0,0,0,20708,0,82,42,0,95,437,12,47,10,0,0,81,6,0,4,51200,210
2091000,104,7,47,-6,0,0,0,18509,0,81,43,0,95,432,11,46,30,0,0,85,6,0,3,47104,210
2111000,105,7,48,-4,0,0,0,20764,0,87,43,0,95,456,13,48,20,0,0,83,6,0,2,36864,210
2131000,106,9,47,-4,0,0,0,15388,0,95,41,0,95,419,13,48,10,0,0,81,6,0,0,40960,212
2151000,107,4,48,-2,0,0,0,20745,0,98,40,0,95,428,13,48,10,0,0,84,4,0,0,39936,211
2171000,108,10,47,-5,0,0,0,17662,0,75,42,0,95,420,14,47,10,0,0,82,6,0,5,44032,210
2191000,109,4,47,-5,0,0,0,20623,0,75,43,0,85,431,16,46,0,0,0,89,6,0,5,46080,210
2211000,110,7,47,-6,0,0,0,18598,0,0,44,0,81,416,14,47,0,0,0,81,6,0,0,29696,211
2231000,111,4,49,-4,0,0,0,20679,0,87,41,0,95,433,14,49,20,0,0,86,6,0,0,29696,210
2251000,112,9,57,11,0,0,0,12577,0,88,43,0,95,454,14,49,20,0,0,81,6,0,2,72704,183
2271000,113,14,45,-9,0,0,0,20824,0,91,42,0,95,423,13,47,0,0,0,90,6,0,4,45056,179
2292000,114,5,46,4,0,0,0,16456,0,67,41,0,95,438,12,46,10,0,0,84,1,0,6,99328,189
2312000,115,14,46,-7,0,0,0,20748,0,66,40,0,95,441,11,45,10,0,0,85,1,0,6,87040,194
2332000,116,0,47,53,0,0,0,14995,0,50,41,0,95,458,13,47,20,0,0,88,1,0,6,90112,41
2352000,117,4,59,-31,0,0,0,14064,0,50,40,0,95,485,13,47,30,0,0,79,1,0,5,107520,-204
2372000,118,3,51,-4,0,0,0,15519,0,67,40,0,95,442,12,51,10,0,0,90,1,0,5,87040,94
2392000,119,3,49,-11,0,0,0,20981,0,67,39,0,95,433,15,50,0,0,0,80,1,0,15,83968,93
2412000,120,3,47,-10,0,0,0,17577,0,0,40,0,82,446,16,47,10,0,0,82,1,0,0,75776,94
2432000,121,4,47,-9,0,0,0,20898,0,84,41,0,95,431,15,47,0,0,0,92,1,0,3,87040,94
2452000,122,7,54,-3,0,0,0,16897,0,98,42,0,95,468,16,49,10,0,0,86,1,0,1,93184,96
2472000,123,7,46,-11,0,0,0,20779,0,109,40,0,95,435,13,52,0,0,0,86,1,0,0,63488,118
2493000,124,3,47,-17,0,0,0,15568,0,89,43,0,95,439,12,46,10,0,0,90,1,0,0,76800,120
2513000,125,4,46,-13,0,0,0,20895,0,89,42,0,95,429,13,45,0,0,0,87,4,0,0,63488,118
2533000,126,4,48,-17,0,0,0,15915,0,89,40,0,95,452,10,46,10,0,0,91,1,0,1,90112,115
2553000,127,4,46,-18,0,0,0,20823,0,89,40,0,95,434,13,48,0,0,0,84,1,0,3,112640,121
2573000,128,4,46,-13,0,0,0,18861,0,0,41,0,91,427,14,46,-10,0,0,91,1,0,0,122880,122
2593000,129,3,48,-17,0,0,0,20736,0,85,41,0,95,423,14,48,0,0,0,85,1,0,2,121856,121
2613000,130,8,47,-17,0,0,0,15660,0,77,41,0,95,446,14,48,0,0,0,82,1,0,5,117760,122
2633000,131,4,48,-23,0,0,0,20820,0,73,41,0,95,456,12,49,-10,0,0,80,1,0,4,117760,122
2653000,132,7,48,-26,0,0,0,17402,0,98,42,0,95,451,12,48,0,0,0,82,1,0,4,102400,121
2673000,133,10,49,5,0,0,0,20748,0,98,41,0,95,442,13,49,0,0,0,85,1,0,0,105472,121
2694000,134,3,49,-14,0,0,0,16307,0,92,42,0,95,439,15,49,0,0,0,83,1,0,2,100352,133
2714000,135,3,48,-8,0,0,0,20803,0,77,43,0,95,418,13,48,10,0,0,87,1,0,5,79872,176
2734000,136,4,48,-6,0,0,0,15753,0,71,39,0,95,441,13,49,10,0,0,80,1,0,5,77824,176
2754000,137,10,52,-39,0,0,0,15696,0,71,41,0,95,445,13,49,10,101,0,80,6,0,4,87040,83
2774000,138,4,49,-39,0,0,0,15828,0,82,37,0,95,444,9,62,-30,0,0,91,1,0,3,72704,-219
2794000,139,10,48,-42,0,0,0,17823,0,61,36,0,95,431,10,48,-30,0,0,91,1,0,4,71680,-218
2814000,140,7,48,-43,0,0,0,17211,0,100,38,0,95,426,13,48,-40,0,0,91,1,0,4,70656,-218
2834000,141,11,47,-37,0,0,0,18058,0,100,37,0,95,430,14,48,-30,0,0,89,1,0,0,75776,-219
2854000,142,10,49,-50,0,0,0,14935,0,109,35,0,95,444,12,48,-40,0,0,90,1,0,1,72704,-218
2874000,143,3,49,-46,0,0,0,18463,0,75,36,0,95,435,12,49,-30,0,0,80,1,0,4,57344,-220
2895000,144,7,48,-44,0,0,0,16286,0,69,37,0,95,429,11,49,-40,0,0,91,1,0,6,67584,-220
2915000,145,4,49,-51,0,0,0,17323,0,84,37,0,95,458,11,50,-40,0,0,91,1,0,2,64512,-220
2935000,146,10,48,-48,0,0,0,18081,0,100,37,0,95,439,12,49,-40,0,0,83,1,0,0,62464,-220
2955000,147,3,49,-35,0,0,0,18000,0,87,37,0,95,442,12,49,-40,0,0,92,1,0,2,68608,-221
2975000,148,7,48,-50,0,0,0,14953,0,105,36,0,95,457,11,48,-40,0,0,91,1,0,2,67584,-220
2995000,149,4,50,-54,0,0,0,18891,0,105,37,0,95,451,13,49,-40,0,0,91,1,0,0,53248,-221
3015000,150,9,50,-48,0,0,0,16155,0,102,38,0,95,445,13,50,-40,0,0,92,1,0,0,73728,-222
3035000,151,10,48,-48,0,0,0,18201,0,52,39,0,95,433,11,48,-40,0,0,91,1,0,7,53248,-221
3055000,152,9,48,-53,0,0,0,18135,0,78,36,0,95,456,13,48,-40,0,0,91,1,0,3,53248,-221
3075000,153,10,50,-51,0,0,0,18740,0,92,37,0,95,451,12,48,-40,0,0,92,1,0,2,61440,-222
3096000,154,3,51,-51,0,0,0,14437,0,61,39,0,95,446,14,51,-40,0,0,84,1,0,10,71680,-221
3116000,155,13,49,-51,0,0,0,19895,0,34,38,0,95,439,14,50,-40,0,0,90,1,0,10,59392,-222
3136000,156,11,49,-51,0,0,0,15804,0,88,36,0,95,455,15,49,-40,0,0,91,1,0,1,61440,-222
3156000,157,10,51,-14,0,0,0,18833,0,100,36,0,95,463,13,50,-40,0,0,91,1,0,0,60416,-222
3176000,158,4,50,-52,0,0,0,17547,0,114,36,0,95,441,13,51,-50,0,0,92,1,0,0,58368,-222
3196000,159,3,52,-56,0,0,0,19037,0,107,37,0,95,453,13,52,-40,0,0,92,1,0,2,54272,-222
3216000,160,8,50,-38,0,0,0,15052,0,107,38,0,95,457,14,51,-50,0,0,85,1,0,2,63488,-221
3236000,161,4,51,-58,0,0,0,18987,0,65,37,0,95,463,12,51,-40,0,0,91,1,0,8,71680,-222
3256000,162,7,51,-61,0,0,0,16483,0,79,38,0,95,455,13,51,-50,0,0,92,1,0,4,70656,-223
3276000,163,10,52,-58,0,0,0,19343,0,92,40,0,95,453,13,52,-50,0,0,93,1,0,1,50176,-222
3297000,164,10,51,-51,0,0,0,18043,0,75,39,0,95,458,12,52,-40,0,0,92,1,0,4,58368,-222
3317000,165,9,51,-50,0,0,0,19329,0,38,37,0,95,453,11,51,-50,0,0,86,1,0,16,60416,-222
3337000,166,12,50,-56,0,0,0,14783,0,90,35,0,95,446,12,51,-40,0,0,92,1,0,2,64512,-221
3357000,167,4,52,-55,0,0,0,18710,0,106,37,0,95,454,15,52,-50,0,0,92,1,0,0,65536,-222
3377000,168,10,52,-57,0,0,0,15847,0,95,36,0,95,462,13,52,-40,0,0,91,1,0,1,70656,-223
3397000,169,11,50,-60,0,0,0,18884,0,74,38,0,95,462,15,51,-50,0,0,92,1,0,5,53248,-222
3417000,170,10,51,-59,0,0,0,17664,0,71,38,0,95,453,12,52,-50,0,0,92,1,0,4,51200,-222
3437000,171,10,52,-59,0,0,0,18526,0,103,36,0,95,432,12,52,-50,0,0,92,1,0,0,57344,-222
3457000,172,10,52,-60,0,0,0,14863,0,27,35,0,95,477,11,52,-50,0,0,91,1,0,20,67584,-222
3477000,173,4,51,-58,0,0,0,19116,0,83,36,0,95,460,12,52,-50,0,0,91,1,0,20,67584,-222
3498000,174,3,52,-61,0,0,0,15876,0,109,37,0,95,447,14,53,-50,0,0,92,1,0,0,65536,-223
3518000,175,10,51,-53,0,0,0,19142,0,77,40,0,95,445,12,52,-50,0,0,92,1,0,9,58368,-222
3538000,176,4,52,-54,0,0,0,19016,0,32,37,0,95,462,12,51,-50,0,0,92,1,0,18,56320,-223
3558000,177,3,51,-56,0,0,0,18221,0,35,39,0,95,450,14,53,-40,0,0,92,1,0,16,74752,-223
3578000,178,11,51,-54,0,0,0,15360,0,90,37,0,95,467,15,52,-50,0,0,91,1,0,2,72704,-222
3598000,179,3,52,-58,0,0,0,18615,0,89,35,0,95,441,14,53,-50,0,0,91,1,0,2,62464,-223
3618000,180,10,52,-55,0,0,0,15953,0,74,38,0,95,447,13,52,-40,0,0,92,1,0,5,60416,-223
3638000,181,4,52,-55,0,0,0,18687,0,94,37,0,95,469,13,52,-50,0,0,92,1,0,1,59392,-223
3658000,182,3,53,-56,0,0,0,17406,0,88,35,0,95,463,12,52,-40,0,0,90,1,0,2,61440,-224
3678000,183,4,48,-50,0,0,0,18318,0,87,37,0,95,453,11,52,-50,0,0,91,1,0,2,65536,-225
3699000,184,11,52,-60,0,0,0,15276,0,85,36,0,95,462,14,54,-50,0,0,91,1,0,1,60416,-223
3719000,185,3,51,-57,0,0,0,20406,0,74,38,0,95,466,12,52,-40,0,0,91,1,0,5,47104,-224
3739000,186,10,51,-59,0,0,0,16222,0,49,37,0,95,467,11,52,-40,0,0,92,1,0,16,49152,-224
3759000,187,12,51,-54,0,0,0,20253,0,35,35,0,95,458,12,51,-50,0,0,87,1,0,16,69632,-224
3779000,188,10,52,-61,0,0,0,19337,0,28,37,0,95,478,12,52,-50,0,0,92,1,0,21,58368,-224
3799000,189,13,53,-43,0,0,0,19514,0,66,36,0,95,474,15,52,-50,0,0,92,1,0,6,56320,-224
3819000,190,10,51,-64,0,0,0,15827,0,96,37,0,95,453,12,52,-50,0,0,92,1,0,1,57344,-223
3839000,191,4,52,-63,0,0,0,18783,0,98,37,0,95,469,11,52,-60,0,0,91,1,0,0,51200,-224
3859000,192,10,52,-64,0,0,0,16030,0,96,37,0,95,463,11,53,-50,0,0,92,1,0,0,54272,-225
3879000,193,4,51,-65,0,0,0,19392,0,73,37,0,95,459,11,51,-50,0,0,90,1,0,1,46080,-224
3900000,194,4,54,-60,0,0,0,19480,0,65,36,0,95,453,11,53,-50,0,0,91,1,0,7,55296,-224
3920000,195,10,53,-64,0,0,0,19394,0,97,37,0,95,450,14,55,-50,0,0,87,1,0,4,53248,-224
3940000,196,7,52,-63,0,0,0,15239,0,78,36,0,95,445,14,53,-50,0,0,92,1,0,4,57344,-223
3960000,197,14,52,-61,0,0,0,19533,0,35,37,0,95,469,12,52,-40,0,0,86,1,0,17,66560,-224
3980000,198,10,51,-59,0,0,0,15994,0,35,36,0,95,466,11,52,-50,0,0,92,1,0,18,47104,-225
4000000,199,11,52,-60,0,0,0,19159,0,73,35,0,95,471,13,52,-50,0,0,91,1,0,5,57344,-224
4020000,200,11,52,-65,0,0,0,19199,0,73,35,0,95,451,13,52,-50,0,0,91,1,0,5,46080,-224
4040000,201,11,52,-61,0,0,0,18812,0,77,35,0,95,466,13,52,-50,0,0,92,1,0,4,55296,-224
4060000,202,11,52,-59,0,0,0,15739,0,29,34,0,95,462,12,52,-40,0,0,91,1,0,19,58368,-223
4080000,203,14,52,-61,0,0,0,19871,0,29,38,0,95,467,12,52,-50,0,0,91,1,0,20,52224,-224
4101000,204,8,52,-64,0,0,0,15701,0,72,38,0,95,462,13,52,-50,0,0,90,1,0,5,51200,-225
4121000,205,10,52,-60,0,0,0,19403,0,72,38,0,95,469,13,53,-50,0,0,92,1,0,5,59392,-224
4141000,206,14,51,-62,0,0,0,19691,0,57,36,0,95,464,14,52,-50,0,0,92,1,0,5,48128,-225
4161000,207,11,51,-59,0,0,0,19623,0,91,37,0,95,458,14,52,-50,0,0,92,1,0,1,57344,-224
4181000,208,14,52,-64,0,0,0,15884,0,102,39,0,95,466,12,52,-50,0,0,92,1,0,1,77824,-223
4201000,209,8,52,-63,0,0,0,18954,0,74,37,0,95,467,12,53,-50,0,0,91,1,0,5,50176,-224
4221000,210,13,52,-60,0,0,0,15980,0,77,37,0,95,470,12,52,-50,0,0,92,1,0,4,57344,-225
4241000,211,7,53,-38,0,0,0,17182,0,35,38,0,95,473,12,52,-40,0,0,89,1,0,17,71680,-181
4261000,212,4,52,-43,0,0,0,18589,0,54,40,0,95,478,11,64,-30,0,0,82,1,0,11,93184,-140
4281000,213,10,52,-43,0,0,0,18602,0,49,36,0,95,460,12,51,-30,0,0,92,1,0,12,89088,-138
4302000,214,7,51,-45,0,0,0,15634,0,30,37,0,95,464,13,51,-20,0,0,85,1,0,18,104448,-136
4322000,215,14,49,-42,0,0,0,19119,0,74,37,0,95,454,14,51,-30,0,0,90,1,0,2,99328,-136
4342000,216,13,50,-39,0,0,0,15830,0,138,39,0,95,433,13,51,-30,0,0,86,1,0,0,99328,-137
4362000,217,11,51,-37,0,0,0,19696,0,121,39,0,95,466,12,51,-30,0,0,86,1,0,0,90112,-136
4382000,218,13,52,-42,0,0,0,18561,0,27,36,0,95,453,13,51,-30,0,0,92,1,0,20,92160,-136
4402000,219,13,52,-34,0,0,0,19575,0,29,40,0,95,441,12,52,-20,0,0,90,1,0,21,90112,-136
4422000,220,8,50,-37,0,0,0,16342,0,94,38,0,95,448,14,51,-30,0,0,86,1,0,21,95232,-135
4442000,221,10,52,-39,0,0,0,19157,0,94,38,0,95,456,12,52,-30,0,0,92,1,0,1,92160,-135
4462000,222,3,52,-38,0,0,0,15363,0,65,39,0,95,477,16,52,-30,0,0,81,1,0,7,96256,-136
4482000,223,3,53,-38,0,0,0,19245,0,64,40,0,95,468,14,54,-30,0,0,87,1,0,7,92160,-135
4503000,224,10,51,-39,0,0,0,18557,0,55,37,0,95,458,12,51,-30,0,0,91,1,0,10,98304,-135
4523000,225,10,51,-5,0,0,0,18770,0,92,37,0,95,477,9,51,-30,0,0,85,1,0,1,89088,-135
4543000,226,10,51,-34,0,0,0,15789,0,79,39,0,95,464,11,51,-30,0,0,91,1,0,4,95232,-134
4563000,227,14,51,-39,0,0,0,19021,0,27,40,0,95,450,12,51,-30,0,0,91,1,0,21,91136,-134
4583000,228,8,51,-36,0,0,0,15095,0,29,39,0,95,473,11,52,-30,0,0,92,1,0,20,94208,-135
4603000,229,7,51,-41,0,0,0,19385,0,89,37,0,95,442,12,52,-30,0,0,87,1,0,2,92160,-134
4623000,230,4,51,-48,0,0,0,18367,0,88,39,0,95,444,12,51,-30,0,0,84,1,0,2,101376,-134
4643000,231,0,52,-45,0,0,0,19420,0,106,39,0,95,454,12,58,-40,0,0,87,1,0,0,87040,-134
4663000,232,11,52,-43,0,0,0,15924,0,106,40,0,95,458,12,52,-30,0,0,91,1,0,0,99328,-134
4683000,233,14,51,-39,0,0,0,19116,0,28,37,0,95,475,13,51,-30,0,0,92,1,0,20,93184,-134
4704000,234,11,52,-38,0,0,0,15132,0,30,35,0,95,469,13,52,-30,0,0,91,1,0,20,100352,-135
4724000,235,8,51,-40,0,0,0,19883,0,74,38,0,95,438,12,52,-30,0,0,86,1,0,5,98304,-134
4744000,236,4,53,-41,0,0,0,17405,0,105,37,0,95,443,11,53,-30,0,0,83,1,0,0,93184,-133
4764000,237,11,51,-40,0,0,0,19610,0,103,38,0,95,442,11,52,-30,0,0,92,1,0,0,101376,-133
4784000,238,10,51,-39,0,0,0,16351,0,30,41,0,95,469,13,51,-30,0,0,91,1,0,5,93184,-132
