# ts,sessionnum,Breath Rate,Heart Rate,ST Change,Cadence,Body Power,Body Shock,Altitude,UGE,HRV,PEP,LVET,QOS,Device QTc,Device BR,Device HR,Device ST,Device Cadence,Device Shock,FF QOS,Device Afib,Device Calories,Device Stress,Device Power,ACCY values
924000,46,0,0,0,0,0,0,3777,0,0,0,0,50,428,29,130,200,179,150,76,1,0,0,261120,-966
944000,47,17,127,97,0,0,0,3777,0,42,48,0,95,353,25,129,0,179,162,61,1,0,33,261120,-973
965000,48,33,127,68,0,0,0,3777,0,42,50,0,95,395,28,126,100,176,154,72,1,0,33,247808,-971
985000,49,23,128,114,0,0,0,3777,0,42,50,0,95,438,29,129,110,179,154,74,4,0,33,261120,-970
1005000,50,17,128,73,0,0,0,3777,0,11,51,0,95,403,29,131,100,176,146,75,5,0,88,261120,-972
1025000,51,25,127,80,0,0,0,3777,0,11,50,0,95,425,32,127,110,174,166,75,5,0,87,261120,-974
1045000,52,16,126,78,0,0,0,3777,0,8,49,0,95,413,29,127,150,174,154,75,5,0,100,261120,-975
1065000,53,20,125,100,0,0,0,3777,0,8,49,0,95,381,34,126,130,174,148,65,5,0,100,261120,-966
1085000,54,25,119,57,0,0,0,3777,0,11,50,0,95,412,31,124,80,174,152,81,5,0,85,245760,-973
1105000,55,22,121,40,0,0,0,3777,0,11,48,0,95,384,32,109,30,171,94,59,5,0,85,189440,-972
1125000,56,30,108,132,0,0,0,4763,0,17,47,0,95,376,31,88,140,125,24,88,1,0,65,148480,-972
1145000,57,23,107,47,0,0,0,4484,0,17,46,0,95,382,29,106,70,124,24,82,1,0,65,146432,-968
1166000,58,0,0,0,0,0,0,4771,0,17,0,0,95,406,30,104,150,121,34,87,5,0,65,153600,-969
1186000,59,0,0,0,0,0,0,4377,0,17,0,0,95,406,28,100,170,120,22,87,4,0,65,139264,-967
1206000,60,0,0,0,0,0,0,4732,0,17,0,0,95,402,24,98,210,119,16,85,4,0,65,126976,-960
1226000,61,0,0,0,0,0,0,4911,0,0,0,0,89,412,26,94,170,120,26,89,6,0,0,145408,-962
1246000,62,0,0,0,0,0,0,5394,0,17,0,0,95,415,27,94,130,119,24,86,4,0,65,149504,-959
1266000,63,0,0,0,0,0,0,4722,0,17,0,0,95,336,24,95,250,119,34,88,4,0,65,150528,-959
1286000,64,0,0,0,0,0,0,5098,0,17,0,0,95,417,25,92,150,118,36,91,6,0,65,156672,-957
1306000,65,0,0,0,0,0,0,5549,0,17,0,0,85,418,23,89,130,119,22,88,6,0,65,142336,-954
1326000,66,0,0,0,0,0,0,4505,0,17,0,0,95,413,22,88,180,118,20,85,6,0,65,157696,-953
1346000,67,0,0,0,0,0,0,6449,0,17,0,0,95,426,22,88,110,116,24,89,6,0,65,130048,-949
1367000,68,7,121,153,0,0,0,6813,0,0,50,0,86,298,19,45,250,109,16,86,6,0,0,140288,-937
1387000,69,0,0,0,0,0,0,3777,0,17,0,0,95,412,20,86,100,107,10,90,6,0,65,188416,-939
