# ts,sessionnum,Breath Rate,Heart Rate,ST Change,Cadence,Body Power,Body Shock,Altitude,UGE,HRV,PEP,LVET,QOS,Device QTc,Device BR,Device HR,Device ST,Device Cadence,Device Shock,FF QOS,Device Afib,Device Calories,Device Stress,Device Power,ACCY values
5005000,249,0,0,0,0,0,0,12169,0,22,0,0,95,416,17,71,80,0,0,91,6,0,31,108544,-867
5025000,250,4,72,51,0,0,0,12891,0,45,46,0,95,412,16,72,70,0,0,93,6,0,17,124928,-870
5045000,251,23,75,51,0,0,0,9672,0,22,45,0,95,420,14,72,70,0,0,93,6,0,32,146432,-873
5065000,252,8,72,49,0,0,0,10512,0,23,46,0,95,412,15,73,70,0,0,93,1,0,31,142336,-875
5086000,253,3,73,49,0,0,0,8599,0,20,48,0,95,417,15,74,70,62,10,93,1,0,38,145408,-888
5106000,254,3,71,47,0,0,0,10416,0,24,47,0,95,409,15,71,80,102,20,92,1,0,31,148480,-935
5126000,255,9,83,65,0,0,0,8522,0,41,47,0,95,438,16,79,90,0,0,91,6,0,20,144384,-955
5146000,256,3,77,66,0,0,0,9830,0,25,47,0,95,408,15,79,90,0,0,94,6,0,34,145408,-954
5166000,257,10,68,57,0,0,0,14096,0,20,44,0,95,386,14,68,80,0,0,93,6,0,39,94208,-963
5186000,258,10,65,39,0,0,0,12082,0,23,44,0,95,383,17,65,70,0,0,92,1,0,29,128000,-949
5206000,259,6,71,53,0,0,0,11215,0,26,46,0,95,410,17,71,80,179,24,89,1,0,28,122880,-749
5226000,260,3,62,60,0,0,0,13400,0,23,46,0,95,382,15,71,70,96,28,91,1,0,27,108544,-925
